bedrooms,bathrooms,toilets,parking_space,title,town,state,price
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,50000000.0
4.0,5.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,72000000.0
3.0,3.0,3.0,9.0,Block of Flats,Ikorodu,Lagos,20000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
3.0,4.0,5.0,4.0,Detached Bungalow,Lekki,Lagos,37000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,240000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,98000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,300000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,90000000.0
4.0,4.0,4.0,3.0,Detached Bungalow,Ikeja,Lagos,50000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,45000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Yaba,Lagos,55000000.0
6.0,6.0,7.0,7.0,Detached Duplex,Ikoyi,Lagos,1500000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Magodo,Lagos,240000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ikoyi,Lagos,980000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,53000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,110000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,62000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
6.0,8.0,7.0,1.0,Detached Duplex,Ikoyi,Lagos,1200000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Ikeja,Lagos,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
3.0,3.0,4.0,2.0,Detached Bungalow,Ajah,Lagos,28000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Ajah,Lagos,45000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,95000000.0
3.0,5.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,35000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,230000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Ikorodu,Lagos,7200000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,58000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,100000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Surulere,Lagos,65000000.0
4.0,4.0,5.0,5.0,Detached Bungalow,Ajah,Lagos,35000000.0
5.0,7.0,6.0,4.0,Detached Duplex,Lekki,Lagos,330000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,140000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,185000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ikeja,Lagos,120000000.0
4.0,4.0,5.0,3.0,Block of Flats,Ikoyi,Lagos,270000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Lekki,Lagos,75000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ogudu,Lagos,135000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ajah,Lagos,65000000.0
3.0,3.0,3.0,3.0,Block of Flats,Lekki,Lagos,52000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,280000000.0
6.0,6.0,6.0,6.0,Detached Duplex,Ikoyi,Lagos,750000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Ilupeju,Lagos,48000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,78000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,170000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,73000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ikoyi,Lagos,230000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,47000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,85000000.0
3.0,3.0,3.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,15000000.0
4.0,4.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,45000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,77000000.0
4.0,4.0,4.0,3.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Magodo,Lagos,60000000.0
3.0,3.0,4.0,4.0,Detached Duplex,Magodo,Lagos,35000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,150000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,50000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
4.0,2.0,2.0,4.0,Detached Bungalow,Ikorodu,Lagos,7000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Ajah,Lagos,77000000.0
4.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,56025000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,320000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,45000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,650000004.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Lekki,Lagos,70000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,60000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,140000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,450000000.0
3.0,3.0,3.0,4.0,Block of Flats,Lekki,Lagos,85000000.0
6.0,6.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,2200000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,115000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
2.0,2.0,2.0,4.0,Terraced Bungalow,Ajah,Lagos,18000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,83000000.0
6.0,6.0,8.0,7.0,Detached Duplex,Lekki,Lagos,350000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,72000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0
6.0,6.0,7.0,5.0,Detached Duplex,Isheri North,Lagos,145000000.0
5.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,9.0,9.0,8.0,Detached Duplex,Lekki,Lagos,300000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,6.0,7.0,7.0,Detached Duplex,Ikorodu,Lagos,26000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Ikoyi,Lagos,580000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ajah,Lagos,25000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
3.0,5.0,5.0,4.0,Block of Flats,Lekki,Lagos,21000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,55000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,400000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,135000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,105000000.0
5.0,6.0,6.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,400000000.0
4.0,5.0,5.0,4.0,Block of Flats,Isolo,Lagos,45000000.0
1.0,1.0,1.0,4.0,Block of Flats,Yaba,Lagos,100000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,55000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,500000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,4.0,5.0,6.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,160000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Ajah,Lagos,40000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,5.0,6.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,130000000.0
3.0,4.0,4.0,4.0,Block of Flats,Lekki,Lagos,80000000.0
3.0,3.0,4.0,3.0,Semi Detached Duplex,Isheri North,Lagos,35000000.0
6.0,7.0,7.0,8.0,Detached Duplex,Lekki,Lagos,300000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,5.0,5.0,3.0,Block of Flats,Ikoyi,Lagos,600000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,145000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,50000000.0
3.0,3.0,4.0,2.0,Block of Flats,Ikoyi,Lagos,85000000.0
5.0,6.0,6.0,8.0,Detached Duplex,Ikeja,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,145000000.0
1.0,5.0,5.0,4.0,Block of Flats,Ketu,Lagos,55000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,500000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,7.0,Semi Detached Duplex,Ikoyi,Lagos,400000000.0
5.0,9.0,7.0,6.0,Detached Duplex,Ikoyi,Lagos,340000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Magodo,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,45000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,95000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Ajah,Lagos,45000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
5.0,5.0,7.0,6.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,55000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,275000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Ikeja,Lagos,250000000.0
5.0,5.0,5.0,6.0,Detached Duplex,Lekki,Lagos,330000000.0
4.0,4.0,5.0,7.0,Detached Duplex,Ibeju Lekki,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Ajah,Lagos,42000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Block of Flats,Ikoyi,Lagos,220000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,50000000.0
5.0,5.0,7.0,6.0,Detached Duplex,Lekki,Lagos,270000000.0
4.0,6.0,6.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,145000000.0
4.0,4.0,4.0,1.0,Detached Duplex,Lekki,Lagos,230000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,280000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,3.0,Detached Bungalow,Ibeju Lekki,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,650000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,135000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,300000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,330000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,150000000.0
3.0,3.0,4.0,4.0,Detached Duplex,Ikeja,Lagos,130000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,780000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,190000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Ipaja,Lagos,45000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
2.0,3.0,3.0,2.0,Terraced Duplexes,Ibeju Lekki,Lagos,22000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
2.0,2.0,3.0,2.0,Block of Flats,Shomolu,Lagos,30000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,140000000.0
4.0,5.0,6.0,5.0,Semi Detached Duplex,Ajah,Lagos,47000000.0
3.0,4.0,4.0,4.0,Detached Bungalow,Ajah,Lagos,25000000.0
1.0,2.0,2.0,2.0,Block of Flats,Agbara-Igbesa,Lagos,35000000.0
6.0,6.0,7.0,7.0,Detached Duplex,Isheri North,Lagos,140000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
2.0,2.0,3.0,2.0,Block of Flats,Ajah,Lagos,25000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,110000000.0
3.0,3.0,3.0,1.0,Detached Bungalow,Alimosho,Lagos,14000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,320000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,310000000.0
2.0,2.0,3.0,2.0,Block of Flats,Surulere,Lagos,28000000.0
3.0,5.0,2.0,4.0,Block of Flats,Oshodi,Lagos,70000000.0
5.0,5.0,6.0,4.0,Semi Detached Bungalow,Ikoyi,Lagos,270000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,45000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Ikeja,Lagos,160000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0
4.0,5.0,5.0,5.0,Semi Detached Duplex,Lekki,Lagos,58000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,750000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,310000000.0
3.0,5.0,5.0,4.0,Block of Flats,Ikeja,Lagos,75000000.0
5.0,6.0,6.0,1.0,Detached Duplex,Ikorodu,Lagos,28000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,5.0,1.0,Detached Duplex,Lekki,Lagos,90000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
3.0,5.0,5.0,4.0,Terraced Duplexes,Ikoyi,Lagos,280000000.0
4.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,95000000.0
4.0,4.0,5.0,8.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,127000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
3.0,5.0,1.0,4.0,Block of Flats,Alimosho,Lagos,69999999.0
5.0,5.0,6.0,6.0,Detached Duplex,Ajah,Lagos,150000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Ajah,Lagos,90000000.0
3.0,3.0,3.0,4.0,Detached Bungalow,Ikotun,Lagos,8500000.0
4.0,5.0,6.0,5.0,Semi Detached Duplex,Ikeja,Lagos,65000000.0
6.0,7.0,8.0,4.0,Detached Duplex,Ikoyi,Lagos,1500000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
3.0,3.0,3.0,6.0,Detached Bungalow,Ibeju Lekki,Lagos,30000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Ajah,Lagos,135000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,175000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
3.0,3.0,4.0,5.0,Detached Bungalow,Ajah,Lagos,25000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,260000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ilupeju,Lagos,100000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,270000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,140000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,55000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
1.0,2.0,2.0,1.0,Block of Flats,Ikorodu,Lagos,11500000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,135000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,175000000.0
3.0,3.0,3.0,3.0,Semi Detached Bungalow,Ibeju Lekki,Lagos,30000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Gbagada,Lagos,70000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,49000000.0
3.0,3.0,3.0,4.0,Terraced Duplexes,Ajah,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
3.0,3.0,3.0,5.0,Detached Bungalow,Ipaja,Lagos,10000000.0
4.0,5.0,5.0,2.0,Detached Duplex,Lekki,Lagos,60000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Magodo,Lagos,100000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,56000000.0
3.0,5.0,5.0,4.0,Detached Duplex,Ejigbo,Lagos,22000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ikoyi,Lagos,280000000.0
6.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,440000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Ikoyi,Lagos,290000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,5.0,5.0,8.0,Detached Duplex,Ikeja,Lagos,130000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,220000000.0
3.0,2.0,3.0,4.0,Block of Flats,Ijaiye,Lagos,35000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,85000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Surulere,Lagos,250000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,6.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,125000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,54000000.0
6.0,6.0,7.0,5.0,Detached Duplex,Ikeja,Lagos,180000000.0
3.0,3.0,3.0,6.0,Terraced Duplexes,Isheri North,Lagos,35000000.0
6.0,6.0,6.0,6.0,Detached Duplex,Isheri North,Lagos,157000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ibeju Lekki,Lagos,150000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,75000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,260000000.0
3.0,5.0,5.0,4.0,Block of Flats,Lekki,Lagos,35000000.0
4.0,5.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
2.0,2.0,3.0,3.0,Detached Bungalow,Epe,Lagos,12000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0
3.0,3.0,4.0,4.0,Detached Bungalow,Ajah,Lagos,19000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,450000000.0
4.0,3.0,3.0,4.0,Detached Bungalow,Surulere,Lagos,120000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
1.0,2.0,2.0,6.0,Detached Bungalow,Agege,Lagos,15000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,50000000.0
3.0,3.0,4.0,5.0,Detached Bungalow,Alimosho,Lagos,17000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,195000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0
4.0,4.0,5.0,6.0,Detached Bungalow,Ajah,Lagos,70000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
